id,region,date,rainfall_mm,temperature_c,humidity
3630,Shimla,2025-07-11,279.82,9.1,90.2
3631,Manali,2025-07-11,330.51,22.7,60.3
3632,Dehradun,2025-07-11,82.82,14.3,59.9
3633,Nainital,2025-07-11,269.56,24.0,60.3
3634,Leh,2025-07-11,314.24,8.8,36.4
3635,Gangtok,2025-07-11,305.09,7.0,94.3
3636,Darjeeling,2025-07-11,60.1,5.7,62.1
3637,Munnar,2025-07-11,133.64,6.8,38.0
3638,Kedarnath,2025-07-11,16.92,26.9,88.2
3639,Kargil,2025-07-11,270.56,30.7,50.3
3640,Mussoorie,2025-07-11,147.91,21.4,60.9
3641,Tawang,2025-07-11,30.68,15.3,47.2
3642,Cherrapunji,2025-07-11,291.22,19.8,40.2
3643,Pithoragarh,2025-07-11,177.2,22.1,49.2
3644,Srinagar,2025-07-11,80.5,20.2,37.2
3645,Aizawl,2025-07-11,295.48,13.2,87.0
3646,Pauri,2025-07-11,178.53,25.4,56.2
3647,Joshimath,2025-07-11,57.63,8.7,88.5
3648,Itanagar,2025-07-11,162.75,25.5,75.5
3649,Shimla,2025-07-12,143.98,22.6,95.1
3650,Manali,2025-07-12,223.72,8.7,78.6
3651,Dehradun,2025-07-12,100.13,7.5,72.5
3652,Nainital,2025-07-12,215.36,30.0,72.9
3653,Leh,2025-07-12,29.11,6.1,35.4
3654,Gangtok,2025-07-12,39.47,22.9,45.5
3655,Darjeeling,2025-07-12,133.79,5.4,67.8
3656,Munnar,2025-07-12,339.7,9.4,50.9
3657,Kedarnath,2025-07-12,207.59,5.4,44.6
3658,Kargil,2025-07-12,268.95,11.3,96.4
3659,Mussoorie,2025-07-12,152.96,15.4,80.2
3660,Tawang,2025-07-12,318.82,7.9,87.9
3661,Cherrapunji,2025-07-12,22.48,6.3,46.8
3662,Pithoragarh,2025-07-12,330.14,20.2,55.4
3663,Srinagar,2025-07-12,156.4,26.6,53.8
3664,Aizawl,2025-07-12,16.8,26.8,45.0
3665,Pauri,2025-07-12,22.14,5.2,95.9
3666,Joshimath,2025-07-12,189.53,9.2,54.3
3667,Itanagar,2025-07-12,266.78,7.2,56.5
3668,Shimla,2025-07-13,31.99,15.0,97.6
3669,Manali,2025-07-13,189.45,5.8,82.8
3670,Dehradun,2025-07-13,133.77,28.0,46.9
3671,Nainital,2025-07-13,37.64,12.3,36.3
3672,Leh,2025-07-13,329.56,10.7,49.8
3673,Gangtok,2025-07-13,104.94,12.8,72.8
3674,Darjeeling,2025-07-13,253.54,5.2,52.2
3675,Munnar,2025-07-13,191.08,6.3,79.7
3676,Kedarnath,2025-07-13,44.72,20.6,95.6
3677,Kargil,2025-07-13,5.1,25.2,66.8
3678,Mussoorie,2025-07-13,88.67,21.8,95.8
3679,Tawang,2025-07-13,253.01,30.9,62.7
3680,Cherrapunji,2025-07-13,213.37,28.9,57.2
3681,Pithoragarh,2025-07-13,55.88,25.3,67.1
3682,Srinagar,2025-07-13,306.87,7.7,62.8
3683,Aizawl,2025-07-13,161.49,23.5,60.7
3684,Pauri,2025-07-13,108.99,12.8,92.9
3685,Joshimath,2025-07-13,282.27,26.8,77.0
3686,Itanagar,2025-07-13,162.3,28.8,45.5
3687,Shimla,2025-07-14,282.66,9.7,40.2
3688,Manali,2025-07-14,251.09,27.4,48.3
3689,Dehradun,2025-07-14,141.68,25.3,48.7
3690,Nainital,2025-07-14,339.52,7.7,36.3
3691,Leh,2025-07-14,106.88,31.9,62.2
3692,Gangtok,2025-07-14,104.59,26.8,42.5
3693,Darjeeling,2025-07-14,132.34,8.3,94.5
3694,Munnar,2025-07-14,286.46,12.1,79.6
3695,Kedarnath,2025-07-14,260.05,27.2,55.1
3696,Kargil,2025-07-14,166.33,9.5,67.3
3697,Mussoorie,2025-07-14,39.19,29.3,38.3
3698,Tawang,2025-07-14,145.07,10.5,62.2
3699,Cherrapunji,2025-07-14,258.62,12.1,58.8
3700,Pithoragarh,2025-07-14,85.0,5.4,42.6
3701,Srinagar,2025-07-14,10.9,22.3,73.3
3702,Aizawl,2025-07-14,265.08,26.9,43.8
3703,Pauri,2025-07-14,294.22,11.7,46.2
3704,Joshimath,2025-07-14,245.59,29.7,58.3
3705,Itanagar,2025-07-14,104.72,28.3,45.9
3706,Shimla,2025-07-15,200.45,18.5,77.7
3707,Manali,2025-07-15,270.61,27.2,49.5
3708,Dehradun,2025-07-15,85.78,31.7,82.1
3709,Nainital,2025-07-15,222.84,7.6,91.9
3710,Leh,2025-07-15,105.5,29.8,44.4
3711,Gangtok,2025-07-15,277.78,10.2,78.5
3712,Darjeeling,2025-07-15,95.98,22.8,56.8
3713,Munnar,2025-07-15,338.16,6.9,39.8
3714,Kedarnath,2025-07-15,258.67,13.2,60.8
3715,Kargil,2025-07-15,147.12,26.3,88.7
3716,Mussoorie,2025-07-15,5.96,7.3,93.5
3717,Tawang,2025-07-15,231.86,31.0,69.6
3718,Cherrapunji,2025-07-15,228.12,10.9,61.3
3719,Pithoragarh,2025-07-15,203.71,29.6,86.1
3720,Srinagar,2025-07-15,236.04,7.2,70.1
3721,Aizawl,2025-07-15,159.46,19.9,86.1
3722,Pauri,2025-07-15,10.23,17.4,63.3
3723,Joshimath,2025-07-15,88.58,18.3,79.8
3724,Itanagar,2025-07-15,320.93,25.6,53.5
3725,Shimla,2025-07-16,124.37,9.0,48.5
3726,Manali,2025-07-16,235.04,11.3,64.7
3727,Dehradun,2025-07-16,183.97,31.3,48.3
3728,Nainital,2025-07-16,12.79,21.0,39.1
3729,Leh,2025-07-16,260.71,17.2,84.4
3730,Gangtok,2025-07-16,221.09,30.9,42.0
3731,Darjeeling,2025-07-16,297.86,17.3,93.8
3732,Munnar,2025-07-16,139.51,23.1,39.8
3733,Kedarnath,2025-07-16,99.38,18.6,96.8
3734,Kargil,2025-07-16,233.04,11.5,43.1
3735,Mussoorie,2025-07-16,321.87,21.4,42.3
3736,Tawang,2025-07-16,36.33,21.8,64.4
3737,Cherrapunji,2025-07-16,313.27,5.5,61.2
3738,Pithoragarh,2025-07-16,280.15,30.4,76.5
3739,Srinagar,2025-07-16,225.59,27.6,78.6
3740,Aizawl,2025-07-16,228.98,29.3,91.2
3741,Pauri,2025-07-16,204.1,7.5,43.9
3742,Joshimath,2025-07-16,118.68,5.4,76.7
3743,Itanagar,2025-07-16,239.49,24.0,71.2
3744,Shimla,2025-07-17,222.45,15.7,46.4
3745,Manali,2025-07-17,26.95,9.4,42.6
3746,Dehradun,2025-07-17,254.88,31.0,97.3
3747,Nainital,2025-07-17,45.55,24.0,72.6
3748,Leh,2025-07-17,100.03,27.4,37.5
3749,Gangtok,2025-07-17,161.23,25.4,88.9
3750,Darjeeling,2025-07-17,71.2,27.2,49.1
3751,Munnar,2025-07-17,260.21,20.7,48.3
3752,Kedarnath,2025-07-17,290.0,25.3,47.4
3753,Kargil,2025-07-17,78.94,7.6,76.7
3754,Mussoorie,2025-07-17,102.15,21.3,83.8
3755,Tawang,2025-07-17,61.59,22.6,48.8
3756,Cherrapunji,2025-07-17,107.55,25.7,89.5
3757,Pithoragarh,2025-07-17,253.92,16.9,92.6
3758,Srinagar,2025-07-17,82.99,22.1,76.2
3759,Aizawl,2025-07-17,343.34,14.7,77.8
3760,Pauri,2025-07-17,97.0,27.4,38.8
3761,Joshimath,2025-07-17,172.4,31.1,74.5
3762,Itanagar,2025-07-17,125.97,20.1,57.2
3763,Shimla,2025-07-18,178.34,27.4,40.0
3764,Manali,2025-07-18,278.79,20.1,44.6
3765,Dehradun,2025-07-18,123.45,16.1,66.0
3766,Nainital,2025-07-18,189.39,27.4,94.6
3767,Leh,2025-07-18,142.58,17.7,75.2
3768,Gangtok,2025-07-18,109.47,7.7,37.0
3769,Darjeeling,2025-07-18,262.69,17.4,70.4
3770,Munnar,2025-07-18,126.97,5.1,62.2
3771,Kedarnath,2025-07-18,48.75,27.4,94.4
3772,Kargil,2025-07-18,225.76,23.0,77.9
3773,Mussoorie,2025-07-18,149.78,27.2,70.5
3774,Tawang,2025-07-18,239.56,12.0,43.8
3775,Cherrapunji,2025-07-18,196.0,11.5,47.9
3776,Pithoragarh,2025-07-18,108.6,9.5,62.8
3777,Srinagar,2025-07-18,266.65,28.2,47.6
3778,Aizawl,2025-07-18,132.09,8.1,51.1
3779,Pauri,2025-07-18,325.42,30.8,77.0
3780,Joshimath,2025-07-18,201.99,6.4,38.3
3781,Itanagar,2025-07-18,280.92,16.9,70.5
3782,Shimla,2025-07-19,128.65,18.3,84.2
3783,Manali,2025-07-19,154.17,13.3,41.3
3784,Dehradun,2025-07-19,349.47,26.7,91.8
3785,Nainital,2025-07-19,177.82,25.8,91.4
3786,Leh,2025-07-19,139.56,25.6,94.5
3787,Gangtok,2025-07-19,271.06,7.3,71.1
3788,Darjeeling,2025-07-19,329.57,21.0,57.7
3789,Munnar,2025-07-19,43.53,21.0,74.8
3790,Kedarnath,2025-07-19,262.75,28.4,96.7
3791,Kargil,2025-07-19,12.18,7.0,76.2
3792,Mussoorie,2025-07-19,98.26,10.3,75.5
3793,Tawang,2025-07-19,85.04,21.9,40.7
3794,Cherrapunji,2025-07-19,296.59,27.1,84.6
3795,Pithoragarh,2025-07-19,289.44,9.9,85.9
3796,Srinagar,2025-07-19,158.25,12.4,88.3
3797,Aizawl,2025-07-19,15.25,13.4,90.6
3798,Pauri,2025-07-19,73.02,26.4,82.7
3799,Joshimath,2025-07-19,218.84,9.4,76.4
3800,Itanagar,2025-07-19,145.94,24.2,77.2
3801,Shimla,2025-07-20,78.67,21.0,35.8
3802,Manali,2025-07-20,242.57,8.5,44.8
3803,Dehradun,2025-07-20,124.37,13.5,83.7
3804,Nainital,2025-07-20,229.08,16.3,58.8
3805,Leh,2025-07-20,314.31,29.8,76.8
3806,Gangtok,2025-07-20,225.5,13.7,37.8
3807,Darjeeling,2025-07-20,130.99,19.3,58.9
3808,Munnar,2025-07-20,131.44,13.1,95.2
3809,Kedarnath,2025-07-20,199.84,14.4,78.3
3810,Kargil,2025-07-20,260.04,20.3,90.1
3811,Mussoorie,2025-07-20,163.91,8.9,78.7
3812,Tawang,2025-07-20,343.57,24.8,89.1
3813,Cherrapunji,2025-07-20,266.69,10.5,97.9
3814,Pithoragarh,2025-07-20,84.92,18.6,53.6
3815,Srinagar,2025-07-20,108.64,13.1,88.4
3816,Aizawl,2025-07-20,259.97,23.3,82.8
3817,Pauri,2025-07-20,169.78,13.4,90.8
3818,Joshimath,2025-07-20,89.08,18.9,93.0
3819,Itanagar,2025-07-20,73.82,7.4,93.5
3820,Shimla,2025-07-21,284.85,6.0,63.1
3821,Manali,2025-07-21,19.31,12.0,49.8
3822,Dehradun,2025-07-21,187.2,13.6,39.7
3823,Nainital,2025-07-21,146.32,22.3,86.9
3824,Leh,2025-07-21,56.34,26.3,78.6
3825,Gangtok,2025-07-21,197.07,19.1,38.5
3826,Darjeeling,2025-07-21,228.54,12.9,48.4
3827,Munnar,2025-07-21,10.05,27.3,87.5
3828,Kedarnath,2025-07-21,64.46,14.9,44.6
3829,Kargil,2025-07-21,206.46,20.3,84.9
3830,Mussoorie,2025-07-21,179.03,5.5,55.9
3831,Tawang,2025-07-21,146.34,10.4,41.7
3832,Cherrapunji,2025-07-21,320.38,15.6,88.5
3833,Pithoragarh,2025-07-21,159.84,10.3,79.6
3834,Srinagar,2025-07-21,186.86,30.2,83.7
3835,Aizawl,2025-07-21,56.57,31.1,86.0
3836,Pauri,2025-07-21,240.8,12.6,83.9
3837,Joshimath,2025-07-21,198.96,14.0,78.2
3838,Itanagar,2025-07-21,232.67,11.9,88.6
3839,Shimla,2025-07-22,342.3,12.9,49.7
3840,Manali,2025-07-22,57.72,26.1,87.4
3841,Dehradun,2025-07-22,321.48,29.9,63.5
3842,Nainital,2025-07-22,208.06,27.2,96.0
3843,Leh,2025-07-22,124.19,17.6,60.8
3844,Gangtok,2025-07-22,273.78,20.2,54.0
3845,Darjeeling,2025-07-22,313.91,12.9,46.8
3846,Munnar,2025-07-22,115.64,6.9,93.3
3847,Kedarnath,2025-07-22,207.31,16.6,60.0
3848,Kargil,2025-07-22,332.44,31.4,92.5
3849,Mussoorie,2025-07-22,316.62,28.3,96.4
3850,Tawang,2025-07-22,79.89,29.8,83.0
3851,Cherrapunji,2025-07-22,73.61,20.4,62.7
3852,Pithoragarh,2025-07-22,299.73,16.5,47.5
3853,Srinagar,2025-07-22,267.91,11.3,58.9
3854,Aizawl,2025-07-22,139.24,27.8,91.5
3855,Pauri,2025-07-22,83.04,23.0,90.5
3856,Joshimath,2025-07-22,288.46,25.4,70.4
3857,Itanagar,2025-07-22,34.6,12.7,35.8
3858,Shimla,2025-07-23,65.22,14.3,94.1
3859,Manali,2025-07-23,301.33,13.8,48.3
3860,Dehradun,2025-07-23,156.24,24.4,63.5
3861,Nainital,2025-07-23,252.7,24.9,35.5
3862,Leh,2025-07-23,197.73,25.3,46.5
3863,Gangtok,2025-07-23,150.44,12.1,89.3
3864,Darjeeling,2025-07-23,146.65,9.4,77.6
3865,Munnar,2025-07-23,196.88,23.7,51.1
3866,Kedarnath,2025-07-23,180.27,30.1,71.9
3867,Kargil,2025-07-23,214.63,30.4,85.8
3868,Mussoorie,2025-07-23,327.8,13.7,56.1
3869,Tawang,2025-07-23,161.23,14.2,43.4
3870,Cherrapunji,2025-07-23,86.61,17.0,41.4
3871,Pithoragarh,2025-07-23,306.06,10.7,37.9
3872,Srinagar,2025-07-23,268.0,15.9,97.8
3873,Aizawl,2025-07-23,201.45,15.7,95.7
3874,Pauri,2025-07-23,258.05,15.1,41.2
3875,Joshimath,2025-07-23,135.24,28.4,44.5
3876,Itanagar,2025-07-23,88.92,21.0,89.7
3877,Shimla,2025-07-24,239.34,16.9,67.1
3878,Manali,2025-07-24,16.17,11.6,83.0
3879,Dehradun,2025-07-24,240.12,9.9,52.9
3880,Nainital,2025-07-24,189.7,6.1,67.0
3881,Leh,2025-07-24,12.76,27.9,81.4
3882,Gangtok,2025-07-24,111.43,30.9,35.7
3883,Darjeeling,2025-07-24,261.66,25.2,73.5
3884,Munnar,2025-07-24,36.57,11.8,61.1
3885,Kedarnath,2025-07-24,150.11,23.6,90.6
3886,Kargil,2025-07-24,63.83,24.7,37.8
3887,Mussoorie,2025-07-24,9.74,10.8,81.8
3888,Tawang,2025-07-24,284.38,14.5,70.5
3889,Cherrapunji,2025-07-24,219.02,12.7,39.5
3890,Pithoragarh,2025-07-24,196.93,25.0,64.4
3891,Srinagar,2025-07-24,325.44,21.7,49.2
3892,Aizawl,2025-07-24,139.41,8.4,84.5
3893,Pauri,2025-07-24,293.6,20.7,44.2
3894,Joshimath,2025-07-24,82.7,15.6,83.4
3895,Itanagar,2025-07-24,276.92,11.2,92.1
3896,Shimla,2025-07-25,329.1,13.9,58.5
3897,Manali,2025-07-25,79.57,12.6,38.0
3898,Dehradun,2025-07-25,49.21,26.3,65.2
3899,Nainital,2025-07-25,155.62,24.3,85.1
3900,Leh,2025-07-25,291.25,25.9,66.8
3901,Gangtok,2025-07-25,91.2,17.5,55.1
3902,Darjeeling,2025-07-25,341.58,9.5,77.1
3903,Munnar,2025-07-25,145.22,19.7,68.2
3904,Kedarnath,2025-07-25,8.95,7.0,74.4
3905,Kargil,2025-07-25,288.44,7.2,65.4
3906,Mussoorie,2025-07-25,264.48,24.3,91.8
3907,Tawang,2025-07-25,21.67,19.8,97.7
3908,Cherrapunji,2025-07-25,239.39,25.9,86.2
3909,Pithoragarh,2025-07-25,162.91,16.9,67.7
3910,Srinagar,2025-07-25,72.37,31.4,78.0
3911,Aizawl,2025-07-25,32.16,17.7,65.5
3912,Pauri,2025-07-25,326.72,13.1,47.5
3913,Joshimath,2025-07-25,306.09,5.6,77.3
3914,Itanagar,2025-07-25,113.27,29.9,65.6
3915,Shimla,2025-07-26,212.71,25.8,82.8
3916,Manali,2025-07-26,180.62,6.7,36.3
3917,Dehradun,2025-07-26,21.74,8.7,64.0
3918,Nainital,2025-07-26,122.74,19.4,36.2
3919,Leh,2025-07-26,270.4,5.4,65.3
3920,Gangtok,2025-07-26,348.45,31.7,82.8
3921,Darjeeling,2025-07-26,270.74,10.0,70.4
3922,Munnar,2025-07-26,119.45,11.6,48.3
3923,Kedarnath,2025-07-26,143.15,12.2,88.7
3924,Kargil,2025-07-26,280.34,7.0,58.2
3925,Mussoorie,2025-07-26,311.11,12.3,73.6
3926,Tawang,2025-07-26,221.12,29.4,89.4
3927,Cherrapunji,2025-07-26,271.74,17.9,59.4
3928,Pithoragarh,2025-07-26,44.92,11.2,84.2
3929,Srinagar,2025-07-26,274.17,5.8,52.3
3930,Aizawl,2025-07-26,9.52,24.2,86.0
3931,Pauri,2025-07-26,312.39,21.9,78.1
3932,Joshimath,2025-07-26,227.53,12.4,37.3
3933,Itanagar,2025-07-26,150.7,12.7,86.2
3934,Shimla,2025-07-27,108.04,29.1,94.6
3935,Manali,2025-07-27,214.8,19.5,95.8
3936,Dehradun,2025-07-27,137.72,13.2,35.1
3937,Nainital,2025-07-27,218.0,26.5,38.3
3938,Leh,2025-07-27,164.81,18.6,58.5
3939,Gangtok,2025-07-27,318.36,12.7,43.1
3940,Darjeeling,2025-07-27,217.34,19.5,50.8
3941,Munnar,2025-07-27,265.64,24.2,94.9
3942,Kedarnath,2025-07-27,118.41,31.1,65.4
3943,Kargil,2025-07-27,150.67,18.7,86.1
3944,Mussoorie,2025-07-27,89.24,30.9,39.4
3945,Tawang,2025-07-27,250.97,8.9,55.6
3946,Cherrapunji,2025-07-27,155.24,27.5,48.5
3947,Pithoragarh,2025-07-27,26.6,10.9,58.3
3948,Srinagar,2025-07-27,192.26,26.2,91.0
3949,Aizawl,2025-07-27,173.17,19.1,64.0
3950,Pauri,2025-07-27,93.14,31.9,35.1
3951,Joshimath,2025-07-27,281.77,15.9,95.0
3952,Itanagar,2025-07-27,320.9,24.6,71.3
3953,Shimla,2025-07-28,266.84,31.0,86.1
3954,Manali,2025-07-28,122.63,26.0,40.1
3955,Dehradun,2025-07-28,28.07,15.6,63.4
3956,Nainital,2025-07-28,22.54,13.3,96.7
3957,Leh,2025-07-28,145.1,10.8,64.7
3958,Gangtok,2025-07-28,26.92,7.8,56.4
3959,Darjeeling,2025-07-28,68.78,24.5,47.3
3960,Munnar,2025-07-28,231.44,19.8,55.1
3961,Kedarnath,2025-07-28,317.3,7.4,87.9
3962,Kargil,2025-07-28,197.01,25.0,69.0
3963,Mussoorie,2025-07-28,139.56,16.1,39.6
3964,Tawang,2025-07-28,255.19,27.1,58.5
3965,Cherrapunji,2025-07-28,102.98,29.2,50.7
3966,Pithoragarh,2025-07-28,330.04,22.0,39.1
3967,Srinagar,2025-07-28,308.87,10.1,77.4
3968,Aizawl,2025-07-28,140.61,25.5,75.5
3969,Pauri,2025-07-28,285.28,6.6,69.2
3970,Joshimath,2025-07-28,305.47,8.3,49.2
3971,Itanagar,2025-07-28,204.82,29.3,69.7
3972,Shimla,2025-07-29,224.04,17.8,69.4
3973,Manali,2025-07-29,201.56,16.7,97.1
3974,Dehradun,2025-07-29,93.85,30.8,89.4
3975,Nainital,2025-07-29,63.33,20.7,68.8
3976,Leh,2025-07-29,230.86,7.2,96.8
3977,Gangtok,2025-07-29,283.78,10.9,76.0
3978,Darjeeling,2025-07-29,314.83,31.6,90.7
3979,Munnar,2025-07-29,30.31,9.8,94.4
3980,Kedarnath,2025-07-29,123.76,8.1,57.3
3981,Kargil,2025-07-29,90.34,20.0,78.2
3982,Mussoorie,2025-07-29,147.85,20.6,84.4
3983,Tawang,2025-07-29,163.59,19.3,77.6
3984,Cherrapunji,2025-07-29,318.83,18.4,43.8
3985,Pithoragarh,2025-07-29,290.27,6.6,92.5
3986,Srinagar,2025-07-29,130.82,25.7,64.3
3987,Aizawl,2025-07-29,147.16,26.5,62.3
3988,Pauri,2025-07-29,282.91,17.0,55.1
3989,Joshimath,2025-07-29,167.59,21.0,74.0
3990,Itanagar,2025-07-29,325.54,20.5,54.8
3991,Shimla,2025-07-30,288.51,7.2,76.4
3992,Manali,2025-07-30,251.78,28.4,71.7
3993,Dehradun,2025-07-30,344.93,12.6,48.7
3994,Nainital,2025-07-30,304.77,30.3,36.7
3995,Leh,2025-07-30,174.38,17.0,81.9
3996,Gangtok,2025-07-30,131.66,26.9,53.4
3997,Darjeeling,2025-07-30,206.96,31.4,47.8
3998,Munnar,2025-07-30,315.36,23.1,38.2
3999,Kedarnath,2025-07-30,161.58,5.2,52.7
4000,Kargil,2025-07-30,65.85,25.9,95.2
4001,Mussoorie,2025-07-30,214.62,9.4,86.4
4002,Tawang,2025-07-30,164.21,19.4,42.4
4003,Cherrapunji,2025-07-30,94.29,15.2,50.1
4004,Pithoragarh,2025-07-30,152.15,30.9,73.7
4005,Srinagar,2025-07-30,185.02,27.5,55.4
4006,Aizawl,2025-07-30,177.37,19.4,51.4
4007,Pauri,2025-07-30,52.43,13.5,59.7
4008,Joshimath,2025-07-30,113.32,10.9,45.3
4009,Itanagar,2025-07-30,22.4,5.4,94.8
4010,Shimla,2025-07-31,90.39,25.6,58.9
4011,Manali,2025-07-31,168.1,23.8,43.2
4012,Dehradun,2025-07-31,263.0,19.7,39.8
4013,Nainital,2025-07-31,16.75,23.6,50.1
4014,Leh,2025-07-31,286.85,20.6,63.6
4015,Gangtok,2025-07-31,32.59,21.9,50.1
4016,Darjeeling,2025-07-31,335.42,22.6,73.2
4017,Munnar,2025-07-31,233.34,27.7,97.3
4018,Kedarnath,2025-07-31,140.54,29.5,56.4
4019,Kargil,2025-07-31,6.63,30.6,68.4
4020,Mussoorie,2025-07-31,37.11,25.4,76.4
4021,Tawang,2025-07-31,127.84,21.2,55.7
4022,Cherrapunji,2025-07-31,229.12,15.5,72.1
4023,Pithoragarh,2025-07-31,179.42,30.8,96.2
4024,Srinagar,2025-07-31,252.43,12.5,52.4
4025,Aizawl,2025-07-31,282.77,29.5,49.5
4026,Pauri,2025-07-31,168.38,29.3,92.0
4027,Joshimath,2025-07-31,323.53,14.4,35.5
4028,Itanagar,2025-07-31,74.33,8.6,81.5
4029,Shimla,2025-08-01,232.9,7.6,80.4
4030,Manali,2025-08-01,164.67,10.6,40.9
4031,Dehradun,2025-08-01,197.3,8.2,42.9
4032,Nainital,2025-08-01,24.66,10.4,76.9
4033,Leh,2025-08-01,140.33,20.3,93.4
4034,Gangtok,2025-08-01,331.78,20.8,86.5
4035,Darjeeling,2025-08-01,60.94,19.6,50.2
4036,Munnar,2025-08-01,269.21,9.4,63.0
4037,Kedarnath,2025-08-01,83.56,27.8,69.4
4038,Kargil,2025-08-01,55.31,11.9,73.8
4039,Mussoorie,2025-08-01,51.69,11.9,54.5
4040,Tawang,2025-08-01,46.07,18.4,40.6
4041,Cherrapunji,2025-08-01,13.56,20.2,56.4
4042,Pithoragarh,2025-08-01,193.76,9.0,47.1
4043,Srinagar,2025-08-01,111.94,20.6,35.3
4044,Aizawl,2025-08-01,233.17,30.1,67.0
4045,Pauri,2025-08-01,344.18,13.2,61.0
4046,Joshimath,2025-08-01,36.99,13.1,90.3
4047,Itanagar,2025-08-01,322.88,21.5,87.8
4048,Shimla,2025-08-02,10.74,17.4,83.8
4049,Manali,2025-08-02,325.04,5.3,40.8
4050,Dehradun,2025-08-02,132.75,8.2,35.1
4051,Nainital,2025-08-02,300.69,13.9,57.0
4052,Leh,2025-08-02,315.95,21.1,91.1
4053,Gangtok,2025-08-02,207.95,25.3,53.5
4054,Darjeeling,2025-08-02,263.41,24.5,93.0
4055,Munnar,2025-08-02,276.75,15.5,93.5
4056,Kedarnath,2025-08-02,164.0,13.2,89.7
4057,Kargil,2025-08-02,78.94,14.4,84.5
4058,Mussoorie,2025-08-02,39.54,27.0,78.5
4059,Tawang,2025-08-02,142.41,29.3,81.5
4060,Cherrapunji,2025-08-02,268.36,5.3,38.9
4061,Pithoragarh,2025-08-02,52.42,7.5,73.8
4062,Srinagar,2025-08-02,266.84,16.8,62.8
4063,Aizawl,2025-08-02,182.35,11.0,53.9
4064,Pauri,2025-08-02,14.25,12.1,90.9
4065,Joshimath,2025-08-02,225.75,19.6,58.4
4066,Itanagar,2025-08-02,167.58,31.4,59.4
4067,Shimla,2025-08-03,236.28,7.0,89.6
4068,Manali,2025-08-03,109.46,20.0,84.3
4069,Dehradun,2025-08-03,214.15,12.1,89.2
4070,Nainital,2025-08-03,114.12,11.3,63.4
4071,Leh,2025-08-03,156.91,8.8,35.0
4072,Gangtok,2025-08-03,305.9,24.5,93.3
4073,Darjeeling,2025-08-03,188.43,27.6,73.8
4074,Munnar,2025-08-03,127.8,26.2,80.5
4075,Kedarnath,2025-08-03,165.29,27.2,51.9
4076,Kargil,2025-08-03,172.99,28.2,42.7
4077,Mussoorie,2025-08-03,31.48,6.5,70.0
4078,Tawang,2025-08-03,255.21,17.2,74.5
4079,Cherrapunji,2025-08-03,147.16,23.7,49.1
4080,Pithoragarh,2025-08-03,305.2,15.9,77.3
4081,Srinagar,2025-08-03,186.69,20.8,77.4
4082,Aizawl,2025-08-03,347.67,28.9,74.8
4083,Pauri,2025-08-03,305.76,10.8,77.3
4084,Joshimath,2025-08-03,20.3,29.6,38.3
4085,Itanagar,2025-08-03,194.91,19.7,84.5
4086,Shimla,2025-08-04,254.19,12.2,67.0
4087,Manali,2025-08-04,268.99,22.1,73.1
4088,Dehradun,2025-08-04,107.75,18.4,39.5
4089,Nainital,2025-08-04,103.63,11.1,69.2
4090,Leh,2025-08-04,189.28,22.5,68.3
4091,Gangtok,2025-08-04,252.08,19.7,87.4
4092,Darjeeling,2025-08-04,192.81,10.8,49.3
4093,Munnar,2025-08-04,50.07,16.8,46.3
4094,Kedarnath,2025-08-04,71.97,29.0,47.8
4095,Kargil,2025-08-04,163.18,31.2,95.6
4096,Mussoorie,2025-08-04,46.29,31.8,97.5
4097,Tawang,2025-08-04,160.54,30.3,48.8
4098,Cherrapunji,2025-08-04,215.24,27.6,86.5
4099,Pithoragarh,2025-08-04,307.04,5.8,45.0
4100,Srinagar,2025-08-04,241.69,18.1,96.2
4101,Aizawl,2025-08-04,162.25,14.6,42.1
4102,Pauri,2025-08-04,116.97,22.8,48.4
4103,Joshimath,2025-08-04,328.04,17.2,44.3
4104,Itanagar,2025-08-04,243.38,27.1,43.9
4105,Shimla,2025-08-05,89.6,14.4,47.4
4106,Manali,2025-08-05,157.81,17.7,67.9
4107,Dehradun,2025-08-05,186.96,23.6,76.1
4108,Nainital,2025-08-05,49.48,11.2,67.1
4109,Leh,2025-08-05,272.02,19.0,42.7
4110,Gangtok,2025-08-05,286.12,15.5,57.0
4111,Darjeeling,2025-08-05,34.85,12.0,60.6
4112,Munnar,2025-08-05,120.04,18.9,95.3
4113,Kedarnath,2025-08-05,39.21,28.5,55.9
4114,Kargil,2025-08-05,253.47,9.1,42.3
4115,Mussoorie,2025-08-05,305.22,29.8,77.4
4116,Tawang,2025-08-05,66.61,13.6,94.6
4117,Cherrapunji,2025-08-05,244.79,31.6,67.4
4118,Pithoragarh,2025-08-05,154.16,28.2,73.2
4119,Srinagar,2025-08-05,53.04,24.4,42.3
4120,Aizawl,2025-08-05,86.72,28.0,67.7
4121,Pauri,2025-08-05,62.42,8.6,46.6
4122,Joshimath,2025-08-05,266.14,20.8,69.8
4123,Itanagar,2025-08-05,304.79,17.5,48.2
4124,Shimla,2025-08-06,168.47,8.6,37.8
4125,Manali,2025-08-06,321.64,31.7,56.8
4126,Dehradun,2025-08-06,258.54,24.7,91.8
4127,Nainital,2025-08-06,338.21,30.1,69.7
4128,Leh,2025-08-06,32.32,11.5,83.9
4129,Gangtok,2025-08-06,25.43,14.2,58.4
4130,Darjeeling,2025-08-06,331.14,8.0,95.6
4131,Munnar,2025-08-06,158.54,21.9,83.6
